X,Y,FID,CalcLocati,CalcLoca_1,CalcLoca_2,Name,Address,City,State,Zip,formated_p,Status,Icon,Type_,ObjectId
-92.0133,42.1761,5424,"42.17608400,-92.01331900",-92.013319,42.176084,Mercy Dialysis - Vinton,502 North 9th Avenue,VINTON,IA,52349,Please call patient admission line,open,small_green,Dialysis Center,5282
-93.4785,45.1341,5219,"45.13405200,-93.47848500",-93.478485,45.134052,MAPLE GROVE DIALYSIS OF DAVITA,15655 GROVE CIR N,MAPLE GROVE,MN,55369,Please call patient admission line,open,small_green,Dialysis Center,5283
-93.279,37.2411,5824,"37.24111200,-93.27901000",-93.27901,37.241112,SPRINGFIELD NORTH DIALYSIS,1007 E KEARNEY ST,SPRINGFIELD,MO,65803,Please call patient admission line,open,small_green,Dialysis Center,5284
-83.3812,42.2192,5028,"42.21919900,-83.38121900",-83.381219,42.219199,FMC DIALYSIS - ROMULUS,11200 METRO AIRPORT CENTER DR STE 120,ROMULUS,MI,48174,Please call patient admission line,open,small_green,Dialysis Center,5285
-102.0888,32.0279,5621,"32.02785700,-102.08879800",-102.088798,32.027857,MIDLAND DIALYSIS,705 W WADLEY AVE,MIDLAND,TX,79705,Please call patient admission line,open,small_green,Dialysis Center,5286
-87.9786,43.0907,5324,"43.09068500,-87.97863300",-87.978633,43.090685,"FRESENIUS MEDICAL CARE MIDWEST DIALYSIS, LLC",4021 N 52ND ST,MILWAUKEE,WI,53216,Please call patient admission line,open,small_green,Dialysis Center,5287
-123.1507,44.0484,5525,"44.04842800,-123.15074500",-123.150745,44.048428,FRESENIUS MEDICAL CARE WEST EUGENE,3747 W 11TH AVE,EUGENE,OR,97402,Please call patient admission line,open,small_green,Dialysis Center,5288
-85.8308,42.5414,5029,"42.54138600,-85.83077400",-85.830774,42.541386,FMC - ALLEGAN,730 AIRWAY DR,ALLEGAN,MI,49010,Please call patient admission line,open,small_green,Dialysis Center,5289
-93.3538,45.2079,5220,"45.20793000,-93.35383000",-93.35383,45.20793,FMC - COON RAPIDS,3465 NORTHDALE BLVD NW,COON RAPIDS,MN,55448,Please call patient admission line,open,small_green,Dialysis Center,5290
-122.8476,47.0563,5622,"47.05633200,-122.84764600",-122.847646,47.056332,FMC LACEY,3406 12th Ave NE,OLYMPIA,WA,98506,Please call patient admission line,open,small_green,Dialysis Center,5291
-94.3819,36.8689,5825,"36.86887800,-94.38192900",-94.381929,36.868878,FRESENIUS MEDICAL CARE NEOSHO,915 W Harmony St Suite B,NEOSHO,MO,64850,Please call patient admission line,open,small_green,Dialysis Center,5292
-90.6852,42.497,5425,"42.49699700,-90.68524200",-90.685242,42.496997,Tri- State Dialysis - Dubuque,1500 Delhi St #2100,DUBUQUE,IA,52001,Please call patient admission line,open,small_green,Dialysis Center,5293
-82.931,42.4498,5124,"42.44981600,-82.93102600",-82.931026,42.449816,HARPER WOODS DIALYSIS OF DAVITA,19265 VERNIER RD,HARPER WOODS,MI,48225,Please call patient admission line,open,small_green,Dialysis Center,5294
-93.635,41.5897,5426,"41.58970700,-93.63504600",-93.635046,41.589707,Central Des Moines Dialysis,1215 Pleasant #106,Des Moines,IA,50309,Please call patient admission line,open,small_green,Dialysis Center,5295
-90.4519,38.601,5826,"38.60099300,-90.45192400",-90.451924,38.600993,"NxStage St Louis, LLC",1076 Old Des Peres Road,SAINT LOUIS,MO,63131,Please call patient admission line,open,small_green,Dialysis Center,5296
-93.142,44.9177,5221,"44.91774800,-93.14198900",-93.141989,44.917748,HIGHLAND PARK DIALYSIS OF DAVITA,1559 7TH ST W,SAINT PAUL,MN,55102,Please call patient admission line,open,small_green,Dialysis Center,5297
-106.5022,31.7748,5623,"31.77479500,-106.50220100",-106.502201,31.774795,"El Paso Health, LLC",2400 N OREGON ST STE C,El Paso,TX,79902,Please call patient admission line,open,small_green,Dialysis Center,5298
-93.8028,41.5934,5427,"41.59336300,-93.80275900",-93.802759,41.593363,West Des Moines Dialysis,6800 Lake Dr #185,WEST DES MOINES,IA,50266,Please call patient admission line,open,small_green,Dialysis Center,5299
-85.681,42.2933,5030,"42.29332100,-85.68102000",-85.68102,42.293321,FMC - OSHTEMO,6739 SEECO DR,KALAMAZOO,MI,49009,Please call patient admission line,open,small_green,Dialysis Center,5300
-83.4399,42.5263,5125,"42.52627900,-83.43985600",-83.439856,42.526279,GHS WESTERN REGIONAL HOME DIALYSIS,39525 W 14 MILE RD STE 200,NOVI,MI,48377,Please call patient admission line,open,small_green,Dialysis Center,5301
-93.0268,44.9521,5222,"44.95213600,-93.02678700",-93.026787,44.952136,SUN RAY DIALYSIS OF DAVITA,1744 OLD HUDSON ROAD,SAINT PAUL,MN,55106,Please call patient admission line,open,small_green,Dialysis Center,5302
-96.341,30.6504,5526,"30.65041900,-96.34102300",-96.341023,30.650419,COLLEGE STATION DIALYSIS,1640 Briarcrest Drive,BRYAN,TX,77802,Please call patient admission line,open,small_green,Dialysis Center,5303
-98.4826,29.6176,5624,"29.61759200,-98.48259400",-98.482594,29.617592,STONE OAK DIALYSIS,731 CARNOUSTIE DRIVE #101,SAN ANTONIO,TX,78258,Please call patient admission line,open,small_green,Dialysis Center,5304
-93.3177,44.8596,5223,"44.85956300,-93.31773100",-93.317731,44.859563,FMC - SOUTHTOWN DIALYSIS,7901 XERXES AVE S,BLOOMINGTON,MN,55431,Please call patient admission line,open,small_green,Dialysis Center,5305
-83.1895,42.1745,5126,"42.17447700,-83.18952500",-83.189525,42.174477,RIVERVIEW DIALYSIS OF DAVITA,18236 FORT ST,RIVERVIEW,MI,48193,Please call patient admission line,open,small_green,Dialysis Center,5306
-85.5788,42.2933,5031,"42.29329800,-85.57884400",-85.578844,42.293298,FMC - KALAMAZOO,521 E MICHIGAN AVE,KALAMAZOO,MI,49007,Please call patient admission line,open,small_green,Dialysis Center,5307
-90.5742,41.5384,5428,"41.53841200,-90.57423400",-90.574234,41.538412,FMC - Davenport,120 W. Locust St.,Davenport,IA,52803,Please call patient admission line,open,small_green,Dialysis Center,5308
-94.341,37.8397,5827,"37.83967600,-94.34102700",-94.341027,37.839676,NEVADA DIALYSIS,324 N CENTENIAL,NEVADA,MO,64772,Please call patient admission line,open,small_green,Dialysis Center,5309
-96.6599,32.9977,5527,"32.99768700,-96.65989700",-96.659897,32.997687,"USRC Richardson, LLC",3321 E. Renner Rd,RICHARDSON,TX,75082,Please call patient admission line,open,small_green,Dialysis Center,5310
-88.1459,43.0383,5325,"43.03825000,-88.14590600",-88.145906,43.03825,TOTAL RENAL CARE INC,18740 W BLUEMOUND RD,BROOKFIELD,WI,53045,Please call patient admission line,open,small_green,Dialysis Center,5311
-122.5936,45.4878,5528,"45.48780700,-122.59363300",-122.593633,45.487807,Foster Powell Dialysis,6828 SE Foster Rd,Portland,OR,97206,Please call patient admission line,open,small_green,Dialysis Center,5312
-93.0801,44.8983,5224,"44.89829200,-93.08006300",-93.080063,44.898292,FMC - WEST ST PAUL DIALYSIS,1590 S ROBERT ST,WEST ST PAUL,MN,55118,Please call patient admission line,open,small_green,Dialysis Center,5313
-88.4726,43.0755,5326,"43.07549000,-88.47261500",-88.472615,43.07549,TOTAL RENAL CARE INC,1253 CORPORATE CTR DR,OCONOMOWOC,WI,53066,Please call patient admission line,open,small_green,Dialysis Center,5314
-94.0648,33.4715,5529,"33.47148800,-94.06484400",-94.064844,33.471488,TEXARKANA REGIONAL DIALYSIS,5502 Medical Parkway Dr.,TEXARKANA,TX,75503,Please call patient admission line,open,small_green,Dialysis Center,5315
-86.4575,42.1118,5127,"42.11175300,-86.45750800",-86.457508,42.111753,FRESENIUS MEDICAL CARE AT BENTON HARBOR,338 8TH ST,BENTON HARBOR,MI,49022,Please call patient admission line,open,small_green,Dialysis Center,5316
-93.7909,44.8427,5225,"44.84272600,-93.79095000",-93.79095,44.842726,FRESENIUS MEDICAL CARE - WACONIA DIALYSIS,"560 S MAPLE ST, STE 6",WACONIA,MN,55387,Please call patient admission line,open,small_green,Dialysis Center,5317
-92.6339,45.4121,5327,"45.41214000,-92.63389300",-92.633893,45.41214,ST CROIX FALLS DIALYSIS OF DAVITA,744 LOUISIANA ST EAST,SAINT CROIX FALLS,WI,54024,Please call patient admission line,open,small_green,Dialysis Center,5318
-95.2816,30.0052,5530,"30.00519000,-95.28159700",-95.281597,30.00519,"Fresenius Medical Care Kingwood, LLC",9767 FM 1960 Bypass Rd W,HUMBLE,TX,77338,Please call patient admission line,open,small_green,Dialysis Center,5319
-86.2128,43.208,5032,"43.20798400,-86.21278800",-86.212788,43.207984,DAVITA - MUSKEGON,1250 MERCY DR STE 201,MUSKEGON HEIGHTS,MI,49444,Please call patient admission line,open,small_green,Dialysis Center,5320
-94.2489,39.3379,5828,"39.33788800,-94.24885900",-94.248859,39.337888,DaVita Excelsior Springs Dialysis,1745 W Jesse James Rd,EXCELSIOR SPRINGS,MO,64024,Please call patient admission line,open,small_green,Dialysis Center,5321
-86.2674,43.1864,5128,"43.18637200,-86.26742500",-86.267425,43.186372,DAVITA - NORTON SHORES DIALYSIS,955 SEMINOLE RD,MUSKEGON,MI,49441,Please call patient admission line,open,small_green,Dialysis Center,5322
-122.6567,47.5225,5625,"47.52253300,-122.65668800",-122.656688,47.522533,OLYMPIC PENINSULA KC - SOUTH KITSAP,"450 S KITSAP BLVD BLDG 1, SUITE 178",PORT ORCHARD,WA,98366,Please call patient admission line,open,small_green,Dialysis Center,5323
-122.8839,42.3452,5531,"42.34516000,-122.88385100",-122.883851,42.34516,Siskiyou Dialysis,50 Rossanley Dr,Medford,OR,97501,Please call patient admission line,open,small_green,Dialysis Center,5324
-91.0046,38.5363,5829,"38.53629600,-91.00464300",-91.004643,38.536296,DaVita Washington Home Training,1040 Washington Square,WASHINGTON,MO,63090,Please call patient admission line,open,small_green,Dialysis Center,5325
-86.2093,43.0443,5033,"43.04429000,-86.20933300",-86.209333,43.04429,DAVITA - GRAND HAVEN,16964 ROBBINS RD,GRAND HAVEN,MI,49417,Please call patient admission line,open,small_green,Dialysis Center,5326
-82.8986,42.5079,5129,"42.50787600,-82.89864200",-82.898642,42.507876,HOME DIALYSIS SPECIALTY CENTER,29001 HARPER AVE,SAINT CLAIR SHORES,MI,48081,Please call patient admission line,open,small_green,Dialysis Center,5327
-88.3314,42.852,5328,"42.85197300,-88.33143900",-88.331439,42.851973,"TOTAL RENAL CARE, INC.","400 BAY VIEW RD, SUITE F",MUKWONAGO,WI,53149,Please call patient admission line,open,small_green,Dialysis Center,5328
-93.4332,45.0884,5226,"45.08843400,-93.43324800",-93.433248,45.088434,FMC - MAPLE GROVE DIALYSIS,"7365 KIRKWOOD CT N, STE 135",MAPLE GROVE,MN,55369,Please call patient admission line,open,small_green,Dialysis Center,5329
-91.5583,40.9623,5429,"40.96233500,-91.55828500",-91.558285,40.962335,"Southeastern Renal Dialysis, L.C. - Mount Pleasant",507 S White St,MOUNT PLEASANT,IA,52641,Please call patient admission line,open,small_green,Dialysis Center,5330
-98.0903,29.7111,5626,"29.71109700,-98.09025900",-98.090259,29.711097,NEW BRAUNFELS KIDNEY DISEASE CLINIC,1561 IH 35 North,NEW BRAUNFELS,TX,78130,Please call patient admission line,open,small_green,Dialysis Center,5331
-96.4782,32.091,5532,"32.09095500,-96.47818700",-96.478187,32.090955,FRESENIUS MEDICAL CARE CORSICANA,1321 W 2ND AVE,CORSICANA,TX,75110,Please call patient admission line,open,small_green,Dialysis Center,5332
-83.2212,42.3239,5130,"42.32385300,-83.22123700",-83.221237,42.323853,"DEARBORN KIDNEY CENTER, LLC",5111 AUTO CLUB DR,DEARBORN,MI,48126,Please call patient admission line,open,small_green,Dialysis Center,5333
-91.4659,42.484,5430,"42.48402200,-91.46594800",-91.465948,42.484022,Tri- State Dialysis - Manchester,709 W. Main,Manchester,IA,52057,Please call patient admission line,open,small_green,Dialysis Center,5334
-93.3512,44.938,5227,"44.93795400,-93.35123900",-93.351239,44.937954,FRESENIUS - ST LOUIS PARK DIALYSIS,5680 36TH ST W,SAINT LOUIS PARK,MN,55416,Please call patient admission line,open,small_green,Dialysis Center,5335
-86.0194,42.8028,5034,"42.80278400,-86.01938100",-86.019381,42.802784,FMC ROYAL PARK - ZEELAND,2 ROYAL PARK DR,ZEELAND,MI,49464,Please call patient admission line,open,small_green,Dialysis Center,5336
-97.6545,30.4494,5627,"30.44937800,-97.65446000",-97.65446,30.449378,DaVita Pflugerville Dialysis,2606 W. Pecan St,PFLUGERVILLE,TX,78660,Please call patient admission line,open,small_green,Dialysis Center,5337
-94.3756,38.6635,5830,"38.66350200,-94.37561000",-94.37561,38.663502,FMC Dialysis Services of Harrisonville,2820 East Rock Haven Road,HARRISONVILLE,MO,64701,Please call patient admission line,open,small_green,Dialysis Center,5338
-88.1235,43.178,5329,"43.17797000,-88.12350200",-88.123502,43.17797,TOTAL RENAL CARE INC,N87 W17301 MAIN ST,MENOMONEE FALLS,WI,53051,Please call patient admission line,open,small_green,Dialysis Center,5339
-83.3141,42.4428,5131,"42.44275000,-83.31409800",-83.314098,42.44275,"GREAT LAKES DIALYSIS WEST, LLC",27150 W 8 MILE RD,SOUTHFIELD,MI,48033,Please call patient admission line,open,small_green,Dialysis Center,5340
-99.2547,26.8681,5533,"26.86806600,-99.25474800",-99.254748,26.868066,DaVita Zapata Falcon Lake Dialysis,2860 S. US Highway 83,ZAPATA,TX,78076,Please call patient admission line,open,small_green,Dialysis Center,5341
-91.1714,40.8094,5431,"40.80938700,-91.17139900",-91.171399,40.809387,"Southeastern Renal Dialysis, LC - W Burlington",1213 S. Gear,West Burlington,IA,52655,Please call patient admission line,open,small_green,Dialysis Center,5342
-93.2338,45.2004,5228,"45.20044900,-93.23379800",-93.233798,45.200449,FMC - BLAINE DIALYSIS,12555 CENTRAL AVE NE,BLAINE,MN,55434,Please call patient admission line,open,small_green,Dialysis Center,5343
-85.6854,42.8753,5035,"42.87530500,-85.68536000",-85.68536,42.875305,FMC CLYDE PARK - WYOMING,4893 CLYDE PARK AVE SW,WYOMING,MI,49509,Please call patient admission line,open,small_green,Dialysis Center,5344
-88.0068,43.1513,5330,"43.15132900,-88.00678500",-88.006785,43.151329,FRESENIUS MEDICAL CARE MIDWEST GOOD HOPE,7701 W CLINTON AVE,MILWAUKEE,WI,53223,Please call patient admission line,open,small_green,Dialysis Center,5345
-94.3445,32.1305,5534,"32.13050300,-94.34451300",-94.344513,32.130503,CARTHAGE DIALYSIS CENTER,1614 S MARKET ST,CARTHAGE,TX,75633,Please call patient admission line,open,small_green,Dialysis Center,5346
-83.2625,42.6031,5132,"42.60310300,-83.26250200",-83.262502,42.603103,DAVITA - BLOOMFIELD HILLS HOME TRAINING,42886 WOODWARD AVE,BLOOMFIELD HILLS,MI,48304,Please call patient admission line,open,small_green,Dialysis Center,5347
-96.7237,46.8751,5229,"46.87506700,-96.72369900",-96.723699,46.875067,MOORHEAD DIALYSIS - DAVITA,1710 CENTER AVE W STE 100,DILWORTH,MN,56529,Please call patient admission line,open,small_green,Dialysis Center,5348
-91.8599,36.7314,5831,"36.73143900,-91.85985100",-91.859851,36.731439,FMC - West Plains Midwest,803 W BROADWAY ST,WEST PLAINS,MO,65775,Please call patient admission line,open,small_green,Dialysis Center,5349
-119.5452,48.3962,5628,"48.39618900,-119.54524300",-119.545243,48.396189,FMC OMAK DIALYSIS CENTER,800 JASMINE ST. SUITE 1,OMAK,WA,98841,Please call patient admission line,open,small_green,Dialysis Center,5350
-93.9692,44.1667,5230,"44.16672700,-93.96920800",-93.969208,44.166727,DIALYSIS AT MANKATO CLINIC - DAVITA,1400 MADISON AVE STE 400,MANKATO,MN,56001,Please call patient admission line,open,small_green,Dialysis Center,5351
-83.0012,43.8229,5133,"43.82288400,-83.00122900",-83.001229,43.822884,DAVITA - BAD AXE DIALYSIS,897 N VAN DYKE RD,BAD AXE,MI,48413,Please call patient admission line,open,small_green,Dialysis Center,5352
-96.8306,33.1624,5535,"33.16239600,-96.83058300",-96.830583,33.162396,"Clough Dialysis, LLC",6116 Sports Village Rd.,FRISCO,TX,75033,Please call patient admission line,open,small_green,Dialysis Center,5353
-89.5747,36.8658,5832,"36.86578900,-89.57469400",-89.574694,36.865789,FMC - Sikeston,801 Plantation Blvd,SIKESTON,MO,63801,Please call patient admission line,open,small_green,Dialysis Center,5354
-88.73,43.1603,5331,"43.16029900,-88.73002300",-88.730023,43.160299,TOTAL RENAL CARE INC,1905 Market Way,Watertown,WI,53094,Please call patient admission line,open,small_green,Dialysis Center,5355
-82.9351,42.4556,5036,"42.45556100,-82.93508000",-82.93508,42.455561,GREENFIELD HS - EASTPOINTE,21400 KELLY RD,EASTPOINTE,MI,48021,Please call patient admission line,open,small_green,Dialysis Center,5356
-94.3846,41.0713,5432,"41.07132700,-94.38455100",-94.384551,41.071327,Creston Dialysis,1700 W Townline St #2B,Creston,IA,50801,Please call patient admission line,open,small_green,Dialysis Center,5357
-99.8322,28.6891,5629,"28.68914700,-99.83222300",-99.832223,28.689147,"FMC San Antonio, LLC",1313 Veterans Ave,CRYSTAL CITY,TX,78839,Please call patient admission line,open,small_green,Dialysis Center,5358
-96.3755,42.4652,5433,"42.46518600,-96.37552500",-96.375525,42.465186,Siouxland Dialysis,2530 Glenn Ave.,SIOUX CITY,IA,51106,Please call patient admission line,open,small_green,Dialysis Center,5359
-83.6544,42.2498,5037,"42.24980200,-83.65443300",-83.654433,42.249802,YPSILANTI DIALYSIS OF DAVITA,2766 WASHTENAW RD,YPSILANTI,MI,48197,Please call patient admission line,open,small_green,Dialysis Center,5360
-95.8457,46.8089,5231,"46.80890600,-95.84566100",-95.845661,46.808906,SANFORD DETROIT LAKES HOME DIALYSIS,1245 WASHINGTON AVE,DETROIT LAKES,MN,56501,Please call patient admission line,open,small_green,Dialysis Center,5361
-124.2352,43.3858,5536,"43.38578000,-124.23521400",-124.235214,43.38578,Cape Arago Dialysis,1935 Thompson Rd,Coos Bay,OR,97420,Please call patient admission line,open,small_green,Dialysis Center,5362
-84.5461,42.987,5134,"42.98700600,-84.54605700",-84.546057,42.987006,FMC - ST JOHNS,975 E TOWNSEND RD,SAINT JOHNS,MI,48879,Please call patient admission line,open,small_green,Dialysis Center,5363
-97.7449,31.1154,5630,"31.11537800,-97.74491700",-97.744917,31.115378,KILLEEN KIDNEY CENTER,726 S FORT HOOD ST,KILLEEN,TX,76541,Please call patient admission line,open,small_green,Dialysis Center,5364
-93.1832,44.4377,5232,"44.43768000,-93.18323000",-93.18323,44.43768,NORTHFIELD DIALYSIS OF DAVITA,2004 JEFFERSON RD,NORTHFIELD,MN,55057,Please call patient admission line,open,small_green,Dialysis Center,5365
-100.891,29.3725,5537,"29.37248200,-100.89098000",-100.89098,29.372482,"FRESENIUS MEDICAL CARE San Antonio, LLC",608 N BEDELL AVE,DEL RIO,TX,78840,Please call patient admission line,open,small_green,Dialysis Center,5366
-83.6334,42.8915,5038,"42.89145800,-83.63336700",-83.633367,42.891458,GRAND BLANC DIALYSIS OF DAVITA,3625 GENESYS PKWY,GRAND BLANC,MI,48439,Please call patient admission line,open,small_green,Dialysis Center,5367
-92.3844,42.4692,5434,"42.46924000,-92.38438500",-92.384385,42.46924,Cedar Valley Dialysis Center,1661 W. Ridgeway,WATERLOO,IA,50701,Please call patient admission line,open,small_green,Dialysis Center,5368
-92.4682,39.7475,5833,"39.74754100,-92.46818900",-92.468189,39.747541,"Dialysis Clinics, Inc. - Macon",1203 N Missouri St,MACON,MO,63552,Please call patient admission line,open,small_green,Dialysis Center,5369
-88.3885,43.792,5332,"43.79199800,-88.38848200",-88.388482,43.791998,DAVITA - FOND DU LAC DIALYSIS,DIALYSIS UNIT,FOND DU LAC,WI,54937,Please call patient admission line,open,small_green,Dialysis Center,5370
-91.3865,40.4056,5435,"40.40564500,-91.38652400",-91.386524,40.405645,"Southeastern Renal Dialysis, L.C. - Lee County",1419 Morgan St.,Keokuk,IA,52632,Please call patient admission line,open,small_green,Dialysis Center,5371
-122.2823,47.6624,5538,"47.66243000,-122.28229100",-122.282291,47.66243,SEATTLE CHILDRENS HOSPITAL DIALYSIS,4800 SAND POINT WAY NE OC.9.820,SEATTLE,WA,98105,Please call patient admission line,open,small_green,Dialysis Center,5372
-83.3203,43.0432,5135,"43.04319900,-83.32030000",-83.3203,43.043199,RRC - LAPEER HOME CHOICE DIALYSIS,582 S MAIN ST,LAPEER,MI,48446,Please call patient admission line,open,small_green,Dialysis Center,5373
-87.7502,43.7596,5333,"43.75960300,-87.75020800",-87.750208,43.759603,DAVITA - SHEBOYGAN DIALYSIS,1338 N TAYLOR DR,SHEBOYGAN,WI,53081,Please call patient admission line,open,small_green,Dialysis Center,5374
-90.0327,36.243,5834,"36.24298900,-90.03272600",-90.032726,36.242989,FMC - Kennett Home,502 Cottonwood Plaza,KENNETT,MO,63857,Please call patient admission line,open,small_green,Dialysis Center,5375
-122.3023,47.1625,5631,"47.16248900,-122.30228400",-122.302284,47.162489,PUYALLUP COMMUNITY DIALYSIS CENTER,802 30th Ave SW,PUYALLUP,WA,98373,Please call patient admission line,open,small_green,Dialysis Center,5376
-95.201,42.6551,5436,"42.65514600,-95.20095100",-95.200951,42.655146,"Renal Center of Storm Lake, LLC",1426 N Lake Ave,Storm Lake,IA,50588,Please call patient admission line,open,small_green,Dialysis Center,5377
-83.0958,42.407,5039,"42.40696200,-83.09579700",-83.095797,42.406962,DAVITA - HIGHLAND PARK,64 VICTOR ST,HIGHLAND PARK,MI,48203,Please call patient admission line,open,small_green,Dialysis Center,5378
-93.1759,44.7448,5233,"44.74483400,-93.17593600",-93.175936,44.744834,EAST VALLEY DIALYSIS OF DAVITA,14050 PILOT KNOB RD STE 100,APPLE VALLEY,MN,55124,Please call patient admission line,open,small_green,Dialysis Center,5379
-96.7754,29.6969,5539,"29.69689900,-96.77539200",-96.775392,29.696899,"Phoenix Dialysis, LLC",407 E. South Street,WEIMAR,TX,78962,Please call patient admission line,open,small_green,Dialysis Center,5380
-83.2106,42.2918,5136,"42.29179100,-83.21062600",-83.210626,42.291791,DAVITA - OAKWOOD RENAL SERVICES,18100 OAKWOOD BLVD STE 206,DEARBORN,MI,48124,Please call patient admission line,open,small_green,Dialysis Center,5381
-87.9439,42.874,5334,"42.87401500,-87.94389500",-87.943895,42.874015,FRESENIUS MEDICAL CARE MIDWEST RYAN ROAD,9420 S 22ND ST,OAK CREEK,WI,53154,Please call patient admission line,open,small_green,Dialysis Center,5382
-90.2185,38.7717,5835,"38.77165900,-90.21846000",-90.21846,38.771659,DaVita North County Kidney Care Dialysis,1554 Sierra Vista Plz,SAINT LOUIS,MO,63138,Please call patient admission line,open,small_green,Dialysis Center,5383
-95.4494,30.1525,5632,"30.15250300,-95.44936600",-95.449366,30.152503,"Bio-Medical Application of Texas, Inc.",26865 INTERSTATE 45 STE 100,SPRING,TX,77380,Please call patient admission line,open,small_green,Dialysis Center,5384
-93.2341,45.1698,5234,"45.16981600,-93.23410200",-93.234102,45.169816,CENTRAL AVENUE DIALYSIS,10994 BALTIMORE ST NE,BLAINE,MN,55449,Please call patient admission line,open,small_green,Dialysis Center,5385
-85.6132,42.8854,5137,"42.88540700,-85.61323700",-85.613237,42.885407,FMC - KENTWOOD,4300 CALLANDER DR SE,GRAND RAPIDS,MI,49508,Please call patient admission line,open,small_green,Dialysis Center,5386
-94.4782,39.243,5836,"39.24298900,-94.47823900",-94.478239,39.242989,DaVita Shoal Creek Dialysis,8260 N Booth Avenue,KANSAS CITY,MO,64158,Please call patient admission line,open,small_green,Dialysis Center,5387
-84.4102,42.2495,5040,"42.24945600,-84.41022800",-84.410228,42.249456,JACKSON DIALYSIS OF DAVITA,234 W LOUIS GLICK HWY STE 200,JACKSON,MI,49201,Please call patient admission line,open,small_green,Dialysis Center,5388
-94.9903,41.4037,5437,"41.40374500,-94.99028900",-94.990289,41.403745,Atlantic Dialysis,1500 E 10th Street,ATLANTIC,IA,50022,Please call patient admission line,open,small_green,Dialysis Center,5389
-84.4619,42.7125,5138,"42.71249700,-84.46187500",-84.461875,42.712497,DaVita Spartan Dialysis,4530 S HAGADORN RD STE A,EAST LANSING,MI,48823,Please call patient admission line,open,small_green,Dialysis Center,5390
-94.601,38.9353,5837,"38.93531500,-94.60096100",-94.600961,38.935315,"Dialysis Clinics, Inc - State Line Dialysis",621 Carondelet Dr,KANSAS CITY,MO,64114,Please call patient admission line,open,small_green,Dialysis Center,5391
-86.4291,43.958,5041,"43.95803300,-86.42908700",-86.429087,43.958033,DAVITA - LUDINGTON,7 N ATKINSON DR STE 210,LUDINGTON,MI,49431,Please call patient admission line,open,small_green,Dialysis Center,5392
-92.88,44.7372,5235,"44.73719400,-92.88000300",-92.880003,44.737194,FRESENIUS MEDICAL CARE - TWO RIVERS DIALYSIS,1355 S FRONTAGE RD STE 380,HASTINGS,MN,55033,Please call patient admission line,open,small_green,Dialysis Center,5393
-98.5887,29.5112,5633,"29.51117800,-98.58870800",-98.588708,29.511178,BMA NORTHWEST BEXAR COUNTY,5131 MEDICAL DRIVE,SAN ANTONIO,TX,78229,Please call patient admission line,open,small_green,Dialysis Center,5394
-98.9955,31.6797,5540,"31.67966000,-98.99551600",-98.995516,31.67966,FRESENIUS MEDICAL CARE BROWNWOOD,110 SOUTH PARK DRIVE,BROWNWOOD,TX,76801,Please call patient admission line,open,small_green,Dialysis Center,5395
-87.987,43.2949,5335,"43.29489000,-87.98695700",-87.986957,43.29489,DAVITA - CEDARBURG,N54 W 6135 MILL STREET,CEDARBURG,WI,53012,Please call patient admission line,open,small_green,Dialysis Center,5396
-83.1841,42.4938,5139,"42.49380600,-83.18408700",-83.184087,42.493806,"MICHIGAN METROPOLITAN DIALYSIS, L.L.C.",2361 COOLIDGE HWY,BERKLEY,MI,48072,Please call patient admission line,open,small_green,Dialysis Center,5397
-122.9244,46.1369,5541,"46.13694600,-122.92443400",-122.924434,46.136946,PEACEHEALTH DIALYSIS CENTER,600 N BROADWAY,LONGVIEW,WA,98632,Please call patient admission line,open,small_green,Dialysis Center,5398
-88.0545,43.0245,5336,"43.02452400,-88.05448200",-88.054482,43.024524,FMC - CENTRE POINT,11340 W THEODORE TRECKER WAY,WEST ALLIS,WI,53214,Please call patient admission line,open,small_green,Dialysis Center,5399
-117.2405,47.6668,5634,"47.66683600,-117.24051400",-117.240514,47.666836,FMC VALLEY DIALYSIS UNIT,1017 NORTH PINES RD,SPOKANE,WA,99206,Please call patient admission line,open,small_green,Dialysis Center,5400
-93.345,37.2418,5838,"37.24175600,-93.34499300",-93.344993,37.241756,FMC - Springfield North,3359 W Kearney St,SPRINGFIELD,MO,65803,Please call patient admission line,open,small_green,Dialysis Center,5401
-95.3983,29.5579,5542,"29.55794700,-95.39825600",-95.398256,29.557947,"Fresenius Medical Care Ella, LLC",2850 Kirby Drive,PEARLAND,TX,77584,Please call patient admission line,open,small_green,Dialysis Center,5402
-97.5084,28.0366,5635,"28.03661900,-97.50837500",-97.508375,28.036619,BAY AREA DIALYSIS SINTON,222 E SINTON BLVD,SINTON,TX,78387,Please call patient admission line,open,small_green,Dialysis Center,5403
-87.9117,43.097,5337,"43.09696900,-87.91173600",-87.911736,43.096969,WISCONSIN RENAL GROUP L.L.C.,"377 W RIVER WOODS PKWY, STE 111",MILWAUKEE,WI,53212,Please call patient admission line,open,small_green,Dialysis Center,5404
-83.1872,42.5205,5140,"42.52053400,-83.18715400",-83.187154,42.520534,DaVita Starrwood Dialysis,3425 STARR RD STE B,ROYAL OAK,MI,48073,Please call patient admission line,open,small_green,Dialysis Center,5405
-93.0511,41.7025,5438,"41.70248500,-93.05114500",-93.051145,41.702485,Newton Dialysis,204 N 4TH AVE E  Suite 134,NEWTON,IA,50208,Please call patient admission line,open,small_green,Dialysis Center,5406
